names,atom_pos,atoms,water_counts
134,"[2.0339 1.9306 9.6098 2.0542 1.9551 9.515  1.9415 1.961  9.633  2.0803
 1.9476 9.316  2.065  2.0335 9.2671 2.1573 1.899  9.2748]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
433,"[1.9946 1.9563 9.6115 2.0871 1.9515 9.6492 1.9355 1.8917 9.6598 1.9825
 1.9784 9.3469 2.0764 1.9621 9.3166 1.9763 1.9639 9.4456]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1771,"[1.9853 2.0197 9.355  1.9689 1.9279 9.3189 2.0075 2.0138 9.4523 2.0144
 2.0316 9.6421 2.1125 2.028  9.6613 1.9809 2.1247 9.6567]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1464,"[2.0717 1.948  9.5906 2.0656 1.9949 9.6787 2.0434 1.8527 9.6015 1.9753
 1.888  9.3407 1.9872 1.7887 9.34   2.0042 1.9244 9.4292]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
530,"[2.0154 1.9968 9.6732 2.0919 1.9394 9.7025 1.9435 1.9945 9.7427 2.0466
 2.0465 9.3758 2.0247 2.0279 9.4716 1.9864 2.1184 9.3412]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
50,"[2.0027 1.9649 9.5385 2.0874 1.9118 9.5428 1.9985 2.0272 9.6166 2.0682
 2.1073 9.3055 1.988  2.1278 9.2495 2.0393 2.0625 9.39  ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1807,"[2.0392 1.9723 9.6125 2.071  1.9375 9.5243 2.0234 1.8957 9.6748 2.0492
 1.9188 9.3405 1.9503 1.9317 9.3343 2.0957 1.9962 9.2976]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
18,"[2.0764 1.9574 9.597  2.1363 1.9786 9.6742 2.0309 1.8699 9.6132 2.0707
 1.9008 9.3162 2.1625 1.8898 9.278  2.0776 1.934  9.4103]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
979,"[2.0954 1.9403 9.6092 2.0276 1.945  9.6825 2.082  2.017  9.5465 2.0583
 2.0981 9.3218 2.1022 2.1879 9.3186 2.071  2.0517 9.2342]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
167,"[1.9734 1.9728 9.3448 1.9743 1.965  9.4445 1.9184 1.8987 9.3061 2.0912
 1.9207 9.5969 2.0894 1.8281 9.6346 2.1792 1.9367 9.5521]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1159,"[2.0428 1.9421 9.344  2.0721 1.9191 9.4368 2.0091 2.0362 9.3421 2.0766
 1.9143 9.6415 2.1669 1.8855 9.6734 2.0062 1.8601 9.6874]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
644,"[1.977  1.9464 9.6745 1.8855 1.9738 9.7043 1.9802 1.9445 9.5745 1.9975
 1.9351 9.3977 1.9225 1.8857 9.3537 2.0801 1.9269 9.3419]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1627,"[1.9644 1.986  9.6513 1.9156 1.9327 9.7205 1.9237 2.0771 9.6447 2.0127
 2.0238 9.3852 2.001  1.9949 9.4802 2.1058 2.0031 9.3552]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
887,"[2.0425 1.922  9.6037 2.0146 1.8476 9.6643 2.0507 2.0066 9.6563 1.9627
 1.944  9.3456 1.9886 1.9292 9.4411 2.0087 1.8767 9.2878]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1252,"[2.0281 2.0059 9.6038 2.0726 2.0943 9.6177 1.9395 2.0055 9.6503 2.0633
 1.9495 9.3466 1.9704 1.9681 9.3146 2.0673 1.9611 9.4458]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
242,"[2.1462 1.9663 9.685  2.0591 2.0156 9.6854 2.1298 1.8697 9.7048 2.0219
 2.019  9.4553 2.0851 1.979  9.5216 1.9415 2.0544 9.5031]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1746,"[1.9983 1.9096 9.3812 2.0613 1.9246 9.305  1.9084 1.884  9.3456 2.0578
 1.9565 9.6497 2.0971 1.865  9.6415 1.9889 1.9697 9.5785]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1018,"[2.0017 1.9622 9.5748 2.014  1.8641 9.5898 1.9327 1.9972 9.6382 2.0071
 1.9969 9.2904 2.0793 2.0555 9.2536 2.01   1.9992 9.3903]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
748,"[1.9904 1.9881 9.6498 2.0646 2.0491 9.6777 1.9955 1.9032 9.7023 1.9928
 2.0024 9.3685 1.9362 1.9377 9.3173 1.9815 1.9861 9.4666]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
126,"[2.0281 1.8178 9.6762 2.1142 1.8293 9.7257 2.0097 1.7203 9.6635 2.0532
 2.0294 9.4778 2.0659 1.9557 9.5442 2.032  2.1144 9.5261]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1528,"[2.0276 1.8765 9.6089 2.0598 1.9659 9.6402 2.0717 1.8045 9.6625 1.9798
 1.8751 9.3435 1.9914 1.7809 9.3119 1.9763 1.8765 9.4435]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
428,"[2.0709 1.8805 9.6615 2.1114 1.9576 9.7106 2.0901 1.8896 9.5638 2.1205
 1.8925 9.3743 2.0642 1.9719 9.3515 2.2045 1.8945 9.3199]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
556,"[2.1422 1.9636 9.3122 2.1934 2.0482 9.2972 2.1385 1.9112 9.227  1.9861
 2.0401 9.531  1.97   2.1383 9.5217 2.0611 2.0128 9.4707]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1541,"[2.0262 1.9995 9.6565 1.9866 2.0854 9.624  2.1242 2.0118 9.6722 2.0497
 1.9389 9.37   2.0455 1.9244 9.4688 2.0978 2.0245 9.3509]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1593,"[1.9992 2.0558 9.6826 2.0922 2.074  9.7147 2.0016 2.031  9.5858 1.9815
 2.0358 9.4174 2.0067 2.0874 9.3356 1.8927 2.0675 9.4507]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1062,"[2.0543 1.9489 9.5509 2.0981 2.0108 9.6161 2.0029 1.879  9.6005 1.9846
 2.0083 9.2911 2.0091 1.9856 9.3853 2.0492 2.0756 9.2551]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1220,"[2.0303 1.8879 9.3482 2.1153 1.9292 9.3155 2.0272 1.8929 9.4481 2.0214
 1.9629 9.625  1.9243 1.9654 9.6487 2.0756 1.9938 9.7032]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1917,"[2.0591 1.9965 9.6108 2.069  2.0017 9.5114 1.9687 2.0303 9.637  2.0145
 2.0933 9.349  2.095  2.0721 9.2935 2.0132 2.1911 9.3697]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1061,"[1.9664 1.9825 9.6444 1.8799 1.9637 9.6908 2.0042 2.0688 9.6779 1.9878
 1.9198 9.3722 1.9719 1.925  9.4708 2.068  1.9746 9.3484]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1587,"[2.0526 1.9556 9.5975 1.9892 1.9005 9.6517 2.0673 2.0436 9.6426 2.0242
 1.9611 9.3249 2.12   1.952  9.2977 2.0169 1.9529 9.4243]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
727,"[2.0498 2.034  9.5741 2.1108 2.0966 9.6227 2.0712 1.9398 9.6    2.1038
 2.023  9.3073 2.0888 2.0431 9.4041 2.0698 1.9313 9.2867]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
554,"[1.9889 1.9937 9.4167 2.0479 1.941  9.3554 1.8945 1.9623 9.4071 1.9523
 2.0044 9.6839 1.853  2.0025 9.6961 1.974  2.0389 9.5925]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1180,"[1.9738 1.9119 9.6399 2.006  1.9031 9.5457 1.8985 1.848  9.6556 2.0728
 1.9186 9.3946 2.1573 1.8988 9.3451 2.0359 2.0064 9.3638]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1925,"[2.0417 1.9711 9.6811 2.0584 2.0607 9.7223 2.0261 1.9819 9.5829 2.0613
 1.9856 9.3891 2.1469 1.9699 9.3399 2.0124 2.0621 9.3472]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1707,"[2.084  2.0573 9.6614 2.0596 1.9698 9.7032 2.0651 2.0538 9.5632 2.0318
 2.0403 9.3795 2.0979 1.9929 9.3213 1.9746 2.1    9.3233]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1224,"[2.0182 2.0432 9.3953 2.0513 1.9631 9.3456 2.0162 2.0233 9.4933 2.0523
 2.0082 9.6636 2.1288 1.9503 9.692  2.0619 2.0987 9.705 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1503,"[2.0229 1.9277 9.6787 1.9445 1.8867 9.7254 2.0747 1.9835 9.7435 2.0634
 1.9103 9.4227 2.0632 1.9148 9.5226 2.0407 2.0003 9.3853]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1424,"[2.0406 2.0508 9.547  1.9492 2.091  9.5526 2.1046 2.1059 9.6006 2.0276
 1.9004 9.3215 2.0389 1.9481 9.4086 2.1168 1.8695 9.2885]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1013,"[2.0685 1.8999 9.3528 2.0499 1.9149 9.4498 2.0032 1.8336 9.3161 2.0641
 1.8971 9.6369 2.1406 1.9244 9.6952 1.979  1.9341 9.6742]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
688,"[2.0599 1.9158 9.5214 2.0051 1.9547 9.5955 2.0881 1.8231 9.546  2.0988
 2.0763 9.3081 2.0578 2.0193 9.237  2.096  2.0278 9.3955]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
160,"[2.0368 1.9715 9.5884 2.033  2.05   9.6502 2.0136 1.8883 9.6388 2.1249
 1.8917 9.3149 2.0436 1.8985 9.2571 2.1016 1.9181 9.4085]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1880,"[2.0576 1.9683 9.4016 2.0091 1.9049 9.3413 2.0523 1.9354 9.4958 2.0128
 1.8855 9.6713 1.9404 1.9506 9.694  1.9812 1.7925 9.69  ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1097,"[2.0109 1.8851 9.3668 2.0397 1.9242 9.4542 1.9122 1.8688 9.3685 2.069
 1.9903 9.6074 2.0341 2.0718 9.6537 2.1298 1.9403 9.6691]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1814,"[1.9914 2.0878 9.6296 1.9999 2.1619 9.6962 1.9965 1.9998 9.6767 1.9872
 2.0547 9.3167 1.9597 2.0738 9.4109 1.9357 1.9763 9.2822]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1798,"[1.9725 1.9834 9.66   2.063  1.9427 9.672  1.9027 1.9202 9.6938 1.9698
 1.9559 9.3765 1.9712 1.9556 9.4765 1.9873 2.0485 9.3431]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1266,"[2.0721 1.9739 9.3532 2.0754 1.9991 9.4499 2.1496 1.9146 9.3314 2.0637
 1.9584 9.6492 2.0186 2.0427 9.6787 2.1605 1.9619 9.6741]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
562,"[2.0734 2.0295 9.3298 2.0559 2.0047 9.4251 2.0265 1.965  9.2695 2.0243
 1.9412 9.5856 1.9776 1.8561 9.5616 2.1031 1.9208 9.6438]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1283,"[2.0501 1.8908 9.6098 2.0074 1.9726 9.6483 2.0717 1.9067 9.5134 2.0804
 1.9408 9.3298 2.1315 1.8549 9.3287 2.123  2.0058 9.2668]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
345,"[2.0584 2.0081 9.3866 2.0197 2.0916 9.3476 2.0513 2.0114 9.4862 2.0444
 2.005  9.6593 2.0561 2.0988 9.6919 1.9627 1.9651 9.7009]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
476,"[2.0375 1.9217 9.6084 2.1045 1.8805 9.6701 1.9461 1.9137 9.6482 2.1099
 1.9341 9.3368 2.058  1.8603 9.2937 2.1098 1.9214 9.436 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
189,"[2.0734 2.0816 9.6709 2.1595 2.117  9.7074 1.9979 2.1395 9.7016 1.9751
 2.0199 9.3976 2.021  2.0109 9.486  1.991  1.9374 9.3433]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
894,"[2.0106 2.0331 9.5741 1.9555 2.1128 9.5492 2.0537 2.0489 9.663  2.0556
 1.9014 9.341  2.0106 1.8241 9.2963 2.0078 1.9231 9.4261]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
25,"[2.0288 1.9372 9.5674 2.1103 1.8892 9.5999 1.9471 1.8868 9.5956 2.0551
 2.1051 9.3144 2.0611 2.0251 9.2548 2.0344 2.0757 9.4077]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
77,"[1.9778 1.8841 9.289  1.9766 1.8953 9.3884 1.8842 1.8871 9.254  2.0269
 1.929  9.5423 2.1146 1.9706 9.5666 2.0094 1.8509 9.6022]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
138,"[1.9549 1.8419 9.6646 1.8655 1.7983 9.6747 2.0244 1.7864 9.7102 2.0606
 1.9656 9.4601 2.0121 1.9083 9.5261 2.1586 1.946  9.4645]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1365,"[1.9895 2.0065 9.5664 2.0461 2.0816 9.6001 1.9779 2.0151 9.4674 1.9746
 2.0532 9.3104 1.8966 2.072  9.2507 2.0566 2.0393 9.2548]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
833,"[1.9931 2.1391 9.6618 1.9394 2.0722 9.7132 2.0471 2.1943 9.7253 2.038
 1.9377 9.4799 2.0504 1.8587 9.5399 2.0475 2.0218 9.5332]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
629,"[2.0236 1.8498 9.6429 1.9695 1.9204 9.6887 1.9961 1.8438 9.547  1.9685
 1.9358 9.3056 1.9694 1.8451 9.2636 1.911  1.9971 9.2513]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
235,"[1.9543 2.0366 9.6136 1.8693 2.0418 9.666  2.0212 1.982  9.6641 2.0284
 1.9679 9.3598 2.0082 2.0147 9.4458 2.0809 2.0288 9.3003]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
750,"[2.04   1.9611 9.6333 2.0207 2.0447 9.6846 2.0411 1.883  9.6958 1.9819
 2.0224 9.3488 1.929  1.9406 9.3264 2.0155 2.0158 9.4427]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
287,"[1.9899 1.9845 9.6292 1.988  2.0011 9.5306 2.0099 2.0701 9.677  1.9788
 2.0737 9.3478 1.9009 2.1365 9.3467 2.0303 2.0831 9.2626]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1701,"[2.1177 1.9948 9.6741 2.13   2.0368 9.764  2.1662 2.0486 9.6052 1.9986
 1.9564 9.4102 2.0392 1.9196 9.4938 1.9064 1.9897 9.4298]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
252,"[1.9735 1.8954 9.6829 1.969  1.7955 9.6811 1.9686 1.9274 9.7775 1.9816
 1.9581 9.4051 1.9356 1.8939 9.3438 1.9593 1.9356 9.4999]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
749,"[2.1216 1.9564 9.6622 2.1604 2.0386 9.6207 2.1887 1.9153 9.7239 2.035
 1.9674 9.3321 1.9665 1.9007 9.3029 2.0573 1.9524 9.4284]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1137,"[2.0112 2.1089 9.6346 2.0279 2.0661 9.5458 1.9346 2.0633 9.6797 2.0256
 1.9858 9.3913 2.0416 1.8982 9.3459 1.9705 2.0446 9.3319]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1913,"[2.0367 1.9594 9.5997 2.0953 1.9347 9.5225 1.9787 2.0368 9.5742 2.114
 1.8783 9.324  2.0383 1.8597 9.2614 2.1918 1.8199 9.3006]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
329,"[2.0003 1.9732 9.3604 2.0578 2.0144 9.2897 2.0279 2.0077 9.4501 2.0638
 2.0161 9.6215 2.0422 2.0684 9.704  2.0629 1.9184 9.6429]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
21,"[2.059  1.9053 9.5954 2.1375 1.9262 9.6537 1.9832 1.8726 9.6519 2.0365
 1.8794 9.3302 1.9943 1.7938 9.3002 2.0402 1.8816 9.4301]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
598,"[1.923  2.0181 9.614  1.9939 2.0714 9.6602 1.8376 2.0702 9.6128 1.9892
 1.9598 9.3607 1.9326 1.9715 9.4423 2.0849 1.9778 9.3837]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
181,"[1.9897 2.0035 9.6341 1.9941 1.9091 9.6667 2.0503 2.0607 9.6893 2.0079
 1.9602 9.3263 1.94   2.0097 9.2722 2.0103 1.9977 9.419 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
609,"[1.9175 2.0143 9.3042 1.9356 1.9952 9.4006 2.0006 2.049  9.2608 1.9887
 1.9403 9.5663 2.0528 1.9942 9.6209 1.9858 1.8466 9.6011]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1389,"[1.9322 2.0236 9.671  1.9114 2.0143 9.5736 2.0152 1.9721 9.6924 2.0353
 1.925  9.3822 2.0869 1.9952 9.3332 2.0986 1.8656 9.4318]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1301,"[1.9942 1.93   9.6471 2.0255 1.9267 9.5522 2.0568 1.8774 9.7047 2.085
 1.9152 9.3851 2.1581 1.8957 9.3198 2.026  1.9872 9.3486]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1246,"[1.989  2.0413 9.4132 1.9213 2.1001 9.3691 2.0682 2.0306 9.353  2.0156
 2.0643 9.6747 2.0187 2.0581 9.575  2.0262 1.973  9.7141]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1872,"[2.0007 2.042  9.654  2.093  2.0738 9.6756 1.943  2.0497 9.7353 1.9619
 2.061  9.3777 2.0406 2.0093 9.3442 1.9606 2.0588 9.4776]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1625,"[1.94   2.0124 9.6638 1.9111 1.9583 9.7428 1.8603 2.0568 9.6228 2.0173
 1.9762 9.3996 2.0107 1.9677 9.4991 2.1119 1.9606 9.3711]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
845,"[2.0237 2.0178 9.319  2.0126 2.0094 9.418  1.9375 2.0478 9.2783 1.9788
 1.9874 9.5759 2.0612 1.9625 9.6268 1.9121 2.0281 9.6384]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
6,"[2.0807 2.0025 9.6244 2.1045 2.0931 9.6593 2.0306 1.9518 9.6946 2.1291
 1.9657 9.3389 2.1485 1.9675 9.437  2.1184 2.0593 9.3053]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
310,"[2.0093 2.1379 9.6199 2.0719 2.1923 9.6757 1.9378 2.099  9.678  2.0591
 2.0916 9.3307 2.0665 2.1073 9.4292 2.0029 2.1634 9.2896]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
28,"[2.0179 1.9493 9.6321 1.9507 1.9025 9.6895 2.1093 1.9368 9.6708 2.0551
 2.0214 9.3696 1.991  1.9631 9.3197 2.0322 2.0203 9.467 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1778,"[2.0195 1.8929 9.6415 2.1148 1.8828 9.67   1.9675 1.9378 9.7142 2.0355
 1.8998 9.3581 2.0205 1.918  9.4553 2.1008 1.8248 9.3479]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
486,"[2.0833 1.9084 9.3889 1.9892 1.9369 9.3706 2.1466 1.9702 9.3423 2.0673
 1.9428 9.6661 2.062  1.9176 9.5695 1.9749 1.9537 9.7028]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
717,"[2.0321 2.0238 9.5586 2.0623 2.009  9.6528 1.9675 2.1001 9.556  2.0078
 1.9193 9.3122 1.9242 1.9644 9.2808 2.0268 1.9465 9.4066]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1393,"[1.9998 2.0837 9.5959 2.0214 2.1813 9.5936 1.9542 2.0616 9.6821 2.043
 1.9933 9.3303 2.0482 1.8935 9.3327 2.0186 2.0275 9.4211]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
378,"[1.9846 1.8555 9.668  1.9935 1.8775 9.5709 1.9695 1.7572 9.6787 2.049
 1.9585 9.4247 1.9844 2.0119 9.3702 2.1263 1.9312 9.3675]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1943,"[2.0062 1.9879 9.6506 2.0841 1.9728 9.7114 1.956  2.0691 9.6803 1.9733
 1.9505 9.3788 1.9134 1.8716 9.3654 1.9833 1.9685 9.4767]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1308,"[2.02   2.0228 9.5923 2.0206 2.0208 9.4924 2.0096 1.9298 9.6275 1.9428
 2.0117 9.315  1.8669 1.9824 9.2569 2.0294 1.9842 9.2732]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1722,"[2.0731 1.9465 9.6709 2.0629 1.8578 9.7159 2.1581 1.9897 9.7012 2.0541
 1.9607 9.3496 2.0749 1.9793 9.4456 2.1038 2.0252 9.2916]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
330,"[2.0271 1.8379 9.3357 2.1032 1.8804 9.2868 2.0584 1.7537 9.3795 1.9632
 1.9826 9.6005 1.9436 1.9765 9.5026 1.8895 2.0323 9.6462]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1655,"[1.9523 1.7868 9.6863 1.8597 1.7891 9.7239 1.9561 1.8425 9.6034 1.9676
 1.9604 9.453  2.0237 2.0352 9.4885 1.8945 1.9979 9.3959]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1945,"[2.0778 1.9508 9.6275 2.1446 1.8976 9.6796 2.083  2.0469 9.6549 2.0976
 1.9476 9.3278 2.0775 1.9443 9.4257 2.1232 1.8563 9.296 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
108,"[2.0262 1.9756 9.6218 2.0302 1.95   9.5252 1.9433 1.9377 9.6629 2.0206
 1.9357 9.3681 1.933  1.8978 9.3385 2.0896 1.9192 9.2975]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1856,"[2.0163 1.8372 9.6616 2.1001 1.7937 9.6945 1.99   1.9106 9.7243 2.0503
 1.8852 9.4098 2.1486 1.9037 9.4078 2.0198 1.8771 9.5047]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
373,"[2.002  1.935  9.596  2.0803 1.9595 9.6531 2.0234 1.9539 9.5001 2.084
 1.9635 9.3519 2.1172 2.0506 9.3156 2.1448 1.8897 9.3224]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1398,"[1.9389 1.9722 9.6169 2.0085 1.9251 9.6711 1.8746 2.0183 9.678  1.9834
 1.9039 9.3363 2.0208 1.8134 9.3562 1.9297 1.9358 9.4144]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
940,"[2.1182 1.9659 9.6581 2.1998 2.0115 9.6937 2.0371 2.0193 9.6821 2.1022
 1.914  9.3795 2.0946 1.918  9.4791 2.0915 1.8194 9.349 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1767,"[1.9879 1.9795 9.2877 1.9743 1.8936 9.2384 1.9954 1.9609 9.3857 2.0719
 1.9285 9.5494 2.0463 1.8679 9.6248 2.164  1.9641 9.5652]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1951,"[1.9994 2.0632 9.6429 2.0548 2.1458 9.6527 1.9106 2.0772 9.6867 2.0619
 2.0242 9.3641 2.0475 2.026  9.463  2.1552 2.0538 9.3434]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1846,"[1.9778 2.0494 9.6159 1.9568 1.97   9.6729 2.0038 2.0188 9.5243 2.0187
 1.9268 9.3709 2.0031 1.975  9.2847 2.0902 1.858  9.3581]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
483,"[2.0311 2.0146 9.3862 1.9451 1.9873 9.3432 2.0826 2.0732 9.3236 1.9818
 2.03   9.661  2.0273 2.0062 9.5752 2.0475 2.0732 9.7228]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
788,"[2.1144 1.9826 9.6719 2.0878 1.9886 9.5757 2.1397 1.8884 9.6937 2.0864
 1.9389 9.3606 2.0291 1.8574 9.3686 2.1711 1.9156 9.3129]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1959,"[2.0167 2.0191 9.5925 1.9556 2.0907 9.626  2.1065 2.0292 9.6354 2.0532
 2.0215 9.3202 1.9733 2.0614 9.2752 2.031  2.0011 9.4156]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
340,"[2.0206 1.9857 9.5869 1.9947 1.8968 9.6249 2.0808 1.972  9.5082 2.0944
 1.9012 9.3253 2.1837 1.9375 9.2987 2.0825 1.8099 9.2863]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
879,"[2.0386 2.0596 9.3539 2.006  2.0719 9.4477 2.0478 1.9619 9.3344 1.9836
 2.0533 9.6408 1.9516 2.1091 9.7174 1.9828 1.9569 9.6672]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1063,"[2.1177 1.9677 9.6597 2.1411 2.0419 9.7226 2.1381 1.8798 9.7029 2.0061
 1.9955 9.3957 2.0415 1.9775 9.4875 2.0744 2.046  9.343 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
573,"[2.0457 1.9195 9.5835 2.001  1.9765 9.6524 2.0933 1.844  9.6286 1.9947
 1.8626 9.3203 1.9835 1.8737 9.419  1.9672 1.7702 9.2938]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
938,"[2.0074 1.8509 9.6751 2.0744 1.8679 9.7473 2.0106 1.9254 9.6085 2.0535
 2.0371 9.4802 2.0381 2.1122 9.5444 2.0994 2.0719 9.3985]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1431,"[2.0375 1.8832 9.6351 2.1292 1.883  9.6749 1.9809 1.815  9.6815 2.036
 1.8466 9.3395 2.0343 1.843  9.4394 2.1282 1.8693 9.3084]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
480,"[1.9888 2.0496 9.6708 1.9843 2.0261 9.5737 2.0836 2.0434 9.7023 1.9795
 2.0061 9.4009 2.0395 1.9825 9.3244 1.8876 1.9706 9.3834]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
385,"[2.0433 1.9524 9.3794 2.1225 1.9271 9.3238 1.9824 1.8736 9.3886 2.0476
 2.0875 9.6058 2.0316 2.1833 9.5823 2.0477 2.0322 9.5224]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
660,"[1.9776 1.9541 9.5921 1.9815 1.9152 9.5001 1.9067 1.9075 9.645  2.0399
 1.8845 9.3264 2.1367 1.9    9.3068 1.9849 1.9541 9.2801]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1267,"[2.0633 2.0729 9.3054 1.9787 2.0989 9.2589 2.0988 1.9885 9.2653 2.0003
 2.0211 9.5615 2.0306 2.1003 9.6145 2.0452 2.0217 9.4721]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
781,"[2.0807 1.8478 9.3065 2.0184 1.7718 9.2877 2.0323 1.9186 9.3579 1.996
 2.0318 9.5202 2.0275 1.9655 9.5881 1.9767 2.119  9.5652]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
